"tweet_timestamp"	"twitter_tweet_id"	"tweet_text"	"tweet_language"	"twitter_user_twitter_id"	"twitter_user_screenname"	"user_followers_count"	"user_favorites_count"	"user_created"	"user_location"	"tweet_retweet_count"	"tweet_place"	"tweet_user_mention_count"	"tweet_users_mentioned_screennames"	"tweet_users_mentioned_ids"	"tweet_hashtag_mention_count"	"tweet_hashtags_mentioned"	"tweet_url_count"	"tweet_shortened_urls_mentioned"	"tweet_full_urls_mentioned"	"user_description"	"user_friends_count"	"user_statuses_count"	"tweet_display_urls_mentioned"
"Sun Feb 08 20:15:21 +0000 2015"	"564517863957229568"	"@saamwilson @iamanthonyjames I&#8217;m so suggestable apparently"	"en"	"295663035"	"sas398"	"590"	"6958"	"Mon May 09 13:07:53 +0000 2011"	"London"	"0"		"2"	"saamwilson,iamanthonyjames"	"172334429,22640188"						"Hey, hey. Come on, the ocean is your friend, and you got friends all around you right now. Miles and miles of friends. snapchat: sas398"	"542"	"11887"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863969812481"	"@honestfandom HAHAHAHAHAHAHA"	"tl"	"1443406334"	"TweedleDeeHoran"	"1260"	"447"	"Mon May 20 10:13:47 +0000 2013"	""	"0"		"1"	"honestfandom"	"1684898995"						"we're all mad here"	"314"	"5468"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863978180608"	"RT @Flxrian_: J'ai tellement envie de partir au ski.&#127935;&#128532;"	"fr"	"3007383471"	"La_Jxlie"	"259"	"0"	"Sat Jan 31 10:33:56 +0000 2015"	"Paris"	"0"		"1"	"Flxrian_"	"1276006400"							"133"	"23"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863969398785"	"&#1575;&#1606;&#1601;&#1590; &#1604;&#1610; 50 &#1575;&#1606;&#1601;&#1590; &#1604;&#1603; 60 &#1608;&#1593;&#1591;&#1606;&#1610; &#1578;&#1605; &#1608;&#1575;&#1606;&#1575; &#1608;&#1585;&#1575;&#1603; ."	"ar"	"2774791754"	"vvvv89741602"	"498"	"164"	"Wed Aug 27 22:00:28 +0000 2014"	""	"0"										"المفضله مو لي بس انفضها الله يسعدك."	"850"	"11859"	
"Sun Feb 08 20:15:22 +0000 2015"	"564517868159918082"	"RT @patronopotter: se o ed sheeran nao ganhar grammy hoje http://t.co/dXDvlrFDvV"	"pt"	"2881067152"	"ALarryButterfly"	"4310"	"457"	"Mon Nov 17 14:04:08 +0000 2014"	" On Louis's heart "	"0"		"1"	"patronopotter"	"451873702"							"4211"	"5247"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863982366720"	"RT @SomebodyStyles: &#8220;@SPaligot: Margot elle a fait une teinture bleu et elle a rinc&#233; ses cheveux sans gants alors mnt elle a les mains bleu&#8230;"	"fr"	"2326628344"	"ozcelkesra"	"83"	"4684"	"Wed Feb 05 19:52:29 +0000 2014"	"Belgium, Brussels. "	"0"		"2"	"SomebodyStyles,SPaligot"	"592567259,1923168433"						"snapchat : esra-ozclk / instagram : ozcelkesra."	"60"	"5782"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863965216769"	"RT @buraksrgl: 10 DK &#304;&#199;&#304;NDE TAK&#304;P EDENLERE +400 TAK&#304;P&#199;&#304; ATICAM"	"tr"	"3021107267"	"brkycnn0675"	"314"	"574"	"Fri Feb 06 06:38:25 +0000 2015"	""	"0"		"1"	"buraksrgl"	"2967574745"							"869"	"1408"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863961403392"	"RT @JamiePeacock10: Well every minute certainly mattered today. #lastgaspwin
Great effort from @hullkr_online for the sell out crowd and at&#8230;"	"en"	"2743497555"	"DrinkallNeil"	"72"	"238"	"Fri Aug 15 13:30:31 +0000 2014"	""	"0"		"2"	"JamiePeacock10,hullkr_online"	"301601876,20621866"	"1"	"lastgaspwin"					"361"	"628"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863974010880"	"RT @astroehlein: Over 400 rabbis call on Israel to stop administrative demolitions of Palestinian homes http://t.co/AFXIZxztQ8 http://t.co/&#8230;"	"en"	"81559070"	"fotfoundation"	"30"	"1180"	"Sun Oct 11 09:40:06 +0000 2009"	""	"0"		"1"	"astroehlein"	"17672825"			"1"	"http%3A%2F%2Ft.co%2FAFXIZxztQ8"	"http%3A%2F%2Fbit.ly%2F1usjaRs"	"The Freedom of Thought Foundation"	"39"	"3534"	"bit.ly%2F1usjaRs"
"Sun Feb 08 20:15:21 +0000 2015"	"564517863948816384"	"RT @Boysndgals: &#10024; http://t.co/AARt7FBaHb"	"und"	"1880901391"	"Beleeenchu15"	"227"	"326"	"Wed Sep 18 21:03:21 +0000 2013"	"Zaragoza,mañoo"	"0"		"1"	"Boysndgals"	"3001873245"						"BH"	"490"	"1374"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863986569216"	"&#1581;&#1587;&#1576;&#1606;&#1575; &#1575;&#1604;&#1604;&#1607; &#1608;&#1606;&#1593;&#1605; &#1575;&#1604;&#1608;&#1603;&#1610;&#1604;   http://t.co/pgc8c2VtCN"	"ar"	"2927899710"	"maiamialotaibi1"	"1"	"1"	"Sat Dec 13 00:54:27 +0000 2014"	""	"0"							"1"	"http%3A%2F%2Ft.co%2Fpgc8c2VtCN"	"http%3A%2F%2Fdu3a.org"	"اللهم ارحمني يوم لا يُسمع لقلبي نبض.
اللهم اني اسألك حسن الخاتمه."	"1"	"1084"	"du3a.org"
"Sun Feb 08 20:15:21 +0000 2015"	"564517863948427264"	"RT @buraksrgl: 10 DK &#304;&#199;&#304;NDE TAK&#304;P EDENLERE +400 TAK&#304;P&#199;&#304; ATICAM"	"tr"	"1428298770"	"thetardismavisi"	"470"	"3154"	"Tue May 14 16:54:08 +0000 2013"	"İstanbul"	"0"		"1"	"buraksrgl"	"2967574745"						"bıktım."	"2001"	"3172"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863978188800"	"&#1583;&#1593;&#1575;&#1569; &#1604;&#1604;&#1605;&#1578;&#1586;&#1608;&#1580;:&#1576;&#1575;&#1585;&#1603; &#1575;&#1604;&#1604;&#1607; &#1604;&#1603; &#1608;&#1576;&#1575;&#1585;&#1603; &#1593;&#1604;&#1610;&#1603; &#1608;&#1580;&#1605;&#1593; &#1576;&#1610;&#1606;&#1603;&#1605;&#1575; &#1601;&#1610; &#1582;&#1610;&#1585;  http://t.co/c9T4EdzZ7e"	"ar"	"465235502"	"hayoounX"	"348"	"366"	"Mon Jan 16 03:50:19 +0000 2012"	"Kuwait "	"0"							"1"	"http%3A%2F%2Ft.co%2Fc9T4EdzZ7e"	"http%3A%2F%2Fdu3a.org"	"사랑해.♡ | 13일 Feb. ☆"	"45"	"9596"	"du3a.org"
"Sun Feb 08 20:15:21 +0000 2015"	"564517863965200386"	"&#1575;&#1604;&#1571;&#1588;&#1582;&#1575;&#1589; &#1575;&#1606; &#1584;&#1607;&#1576;&#1608;&#1575; .. &#1578;&#1576;&#1602;&#1609; &#1584;&#1603;&#1585;&#1610;&#1575;&#1578;&#1607;&#1605; /
&#1608;&#1604;&#1600;&#1600;&#1600;&#1711;&#1600;&#1606;
&#1573;&#1584;&#1575; &#1584;&#1607;&#1576;&#1578; &#1575;&#1604;&#1579;&#1602;&#1600;&#1607; - &#1584;&#1607;&#1576; &#1575;&#1604;&#1588;&#1582;&#1589; &#1605;&#1593;&#1607;&#1575; !"	"ar"	"2949210144"	"RaymTt2"	"2335"	"277"	"Mon Dec 29 05:48:00 +0000 2014"	"جدة ♡ينبع"	"0"										"افتخر بإسم ريم حرب الي اطلقه الحربي علي (هلاليه)"	"2288"	"876"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863974002689"	".@w4and: Cinco tips b&#225;sicos para un buen cuidado de tu cabello http://t.co/oTFmhnnFRO  V&#237;a tudirectorionet &#8230;"	"es"	"924418520"	"ExpresateTruji"	"9169"	"1"	"Sun Nov 04 01:42:44 +0000 2012"	"Estado Trujillo - Venezuela"	"0"		"1"	"w4and"	"2800485109"			"1"	"http%3A%2F%2Ft.co%2FoTFmhnnFRO"	"http%3A%2F%2Fow.ly%2FIGAnG"	"Envía tu comentario vía MD sobre: el acontecer político, social, deportivo o cultural. Exprésate, eso si con respeto. Grupo:  @ExpresateZulia @ExpresateLara1"	"9967"	"47066"	"ow.ly%2FIGAnG"
"Sun Feb 08 20:15:21 +0000 2015"	"564517863969816576"	"RT @catchifyou_KEN: all niggas wanna is get High , play the game , &amp; lie"	"en"	"465093721"	"itsdorian_"	"2197"	"23194"	"Sun Jan 15 23:35:11 +0000 2012"	""	"0"		"1"	"catchifyou_KEN"	"541017377"						"forever never means forever ."	"1480"	"68734"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863973588992"	"RT @ALETHHAD_SAUDI: &#1576;&#1605;&#1602;&#1610;&#1575;&#1587; &#1575;&#1604;&#1605;&#1580;&#1575;&#1606;&#1610;&#1606;:
&#1603;&#1576;&#1610;&#1585; &#1580;&#1583;&#1577; 2 &#1583;&#1608;&#1585;&#1610; &#1608; &#1589;&#1594;&#1610;&#1585;&#1607;&#1575; 8 &#1583;&#1608;&#1585;&#1610; 
&#1603;&#1576;&#1610;&#1585; &#1580;&#1583;&#1577; 0 &#1570;&#1587;&#1610;&#1575; &#1608; &#1589;&#1594;&#1610;&#1585;&#1607;&#1575; 3 &#1570;&#1587;&#1610;&#1575; 
&#1603;&#1576;&#1610;&#1585; &#1580;&#1583;&#1577; &#1571;&#1587;&#1587; 1937 &#1608; &#1589;&#1594;&#1610;&#1585;&#1607;&#1575; 1927 
&#1575;&#1604;&#1581;&#8230;"	"ar"	"943259191"	"tteemmoonn"	"31"	"9"	"Mon Nov 12 10:40:21 +0000 2012"	""	"0"		"1"	"ALETHHAD_SAUDI"	"580180228"							"56"	"197"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863961030657"	"Penantian yg begitu lamanyaaa , dan akirnya telah sampai pada puncaknya .. Tapiii penantian itu hancur cuma karena masalah sepele..!!!Galucu"	"in"	"537847802"	"Tharyy_Utharyy"	"490"	"300"	"Tue Mar 27 04:36:52 +0000 2012"	""	"0"										"FreeEnjoy!"	"291"	"4123"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863973593088"	"&#1590;&#1594;&#1591; &#1576;&#1604;&#1576;&#1575;&#1608; &#1575;&#1604;&#1585;&#1607;&#1610;&#1576; &#1581;&#1578;&#1605;&#1575; &#1587;&#1610;&#1606;&#1582;&#1601;&#1590; &#1608;&#1610;&#1578;&#1604;&#1575;&#1588;&#1609; &#1608;&#1604;&#1603;&#1606; &#1575;&#1604;&#1571;&#1607;&#1605; &#1571;&#1606; &#1604;&#1575; &#1610;&#1587;&#1580;&#1604; &#1576;&#1604;&#1576;&#1575;&#1608;"	"ar"	"1471377432"	"BarcalonaZain"	"5235"	"490"	"Fri May 31 05:28:31 +0000 2013"	""	"0"										"اللهم توفّني وأنت راضٍ عنّي"	"39"	"4480"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863961010176"	"RT @Baeflix: I like Netflix more than people"	"en"	"471618343"	"ITWEET_UMAD"	"7527"	"7404"	"Mon Jan 23 02:31:05 +0000 2012"	"IG; _95TRILLSCENE"	"0"		"1"	"Baeflix"	"2928415157"						"THE STRUGGLE IS REAL ✊✊✊✊✊ ✊  TRACK IS LIFE ✊✊✊FOLLOW @_officialkdoll✊✊✊✊✊ THE SHOES IS MY GAME✊✊✊✊✊✊✊✊✊ManvelHs✊"	"7468"	"24242"	
"Sun Feb 08 20:15:22 +0000 2015"	"564517868172099584"	"@Dwarfquisition *listens*"	"en"	"3011508612"	"Humble_Bard"	"46"	"98"	"Fri Feb 06 17:46:20 +0000 2015"	""	"0"		"1"	"Dwarfquisition"	"2992553172"						"I am but a Bard, willing to run to a friend's aid. Definitley NOT a mage....No, really Im not....#DARP 18+"	"126"	"242"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863948824577"	"&#1605;&#1606; &#1606;&#1575;&#1601;&#1587; &#1575;&#1604;&#1605;&#1591;&#1585;&#1575;&#1606; &#1608;&#1575;&#1604;&#1604;&#1607; &#1605;&#1575;&#1587;&#1604;&#1605; https://t.co/kunNZ6HJ4i"	"ar"	"2737703913"	"98NT_"	"108"	"59"	"Sat Aug 09 01:04:46 +0000 2014"	""	"0"							"1"	"https%3A%2F%2Ft.co%2FkunNZ6HJ4i"	"https%3A%2F%2Fvine.co%2Fv%2FOU5T1KZj5rv"	"استغفرالله واتوب اليه ."	"96"	"1507"	"vine.co%2Fv%2FOU5T1KZj5rv"
"Sun Feb 08 20:15:21 +0000 2015"	"564517863948419072"	"RT @buraksrgl: 10 DK &#304;&#199;&#304;NDE TAK&#304;P EDENLERE +400 TAK&#304;P&#199;&#304; ATICAM"	"tr"	"2184144870"	"elif_avciii"	"888"	"834"	"Sat Nov 09 11:28:20 +0000 2013"	"istanbul"	"0"		"1"	"buraksrgl"	"2967574745"						"http://ask.fm/ElifAvc964"	"1146"	"1606"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863977791489"	"RT @buraksrgl: 10 DK &#304;&#199;&#304;NDE TAK&#304;P EDENLERE +400 TAK&#304;P&#199;&#304; ATICAM"	"tr"	"2489883914"	"yapmalan1"	"160"	"20348"	"Sun May 11 13:57:13 +0000 2014"	"grwghethethethbfb"	"0"		"1"	"buraksrgl"	"2967574745"						"gerehwthnetgnrhym"	"2002"	"16870"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863973998592"	"RT @vity_saxobeat: ""Mort &#128128;"" by &#191;Real o no?. #poetweet http://t.co/P7OkrHiQF0
@llamas_marta me ha dado por poner tu nombre y la mitad de est&#8230;"	"es"	"408522919"	"llamas_marta"	"567"	"2552"	"Wed Nov 09 14:50:13 +0000 2011"	"ESPAÑA"	"0"		"2"	"vity_saxobeat,llamas_marta"	"1534939958,408522919"	"1"	"poetweet"	"1"	"http%3A%2F%2Ft.co%2FP7OkrHiQF0"	"http%3A%2F%2Fpoetweet.com.br%2F%3Fp%3DwkDNxEzN%26lang%3Den"	"17, tributo, hutcher, dubstep division, edm (13/11/13 09:33) Love always, Charlie."	"494"	"15025"	"poetweet.com.br%2F%3Fp%3DwkDNxEzN%26la%E2%80%A6"
"Sun Feb 08 20:15:21 +0000 2015"	"564517863965200387"	"RT @peec_sa: &#1608;&#1590;&#1593;&#1606;&#1575; &#1605;&#1593;&#1575;&#1610;&#1610;&#1585; &#1593;&#1575;&#1604;&#1610;&#1577; &#1608;&#1583;&#1602;&#1610;&#1602;&#1577; &#1604;&#1604;&#1581;&#1589;&#1608;&#1604; &#1593;&#1604;&#1609; &#1578;&#1585;&#1575;&#1582;&#1610;&#1589; &#1575;&#1604;&#1578;&#1602;&#1608;&#1610;&#1605; :
#&#1607;&#1610;&#1574;&#1577;_&#1578;&#1602;&#1608;&#1610;&#1605;_&#1575;&#1604;&#1578;&#1593;&#1604;&#1610;&#1605;_&#1575;&#1604;&#1593;&#1575;&#1605;  

http://t.co/7YOFjAw38s http://t.co/xKhcKiVt&#8230;"	"ar"	"372163147"	"dhwayan"	"4569"	"333"	"Mon Sep 12 08:03:25 +0000 2011"	"Riyadh"	"0"		"1"	"peec_sa"	"2257647368"	"1"	"هيئة_تقويم_التعليم_العام"	"1"	"http%3A%2F%2Ft.co%2F7YOFjAw38s"	"http%3A%2F%2Fwww.al-jazirah.com%2F2015%2F20150208%2Fln30.htm"	"باحث تربوي، ماجستير بحث وتقويم، دكتوراه إدارة تربوية، اقتصاديات التعليم، مستشار في عدة جهات،  
Aldhwayan@Gmail.Com"	"405"	"42445"	"al-jazirah.com%2F2015%2F20150208%2F%E2%80%A6"
"Sun Feb 08 20:15:21 +0000 2015"	"564517863965196289"	"&#1573;&#1584;&#1575; &#1589;&#1604;&#1609; &#1571;&#1581;&#1583;&#1603;&#1605; &#1604;&#1604;&#1606;&#1575;&#1587; &#1601;&#1604;&#1610;&#1582;&#1601;&#1601; &#1601;&#1573;&#1606; &#1605;&#1606;&#1607;&#1605; &#1575;&#1604;&#1590;&#1593;&#1610;&#1601; &#1608;&#1575;&#1604;&#1587;&#1602;&#1610;&#1605; &#1608;&#1575;&#1604;&#1603;&#1576;&#1610;&#1585; &#1608;&#1573;&#1584;&#1575; &#1589;&#1604;&#1609; &#1571;&#1581;&#1583;&#1603;&#1605; &#1604;&#1606;&#1601;&#1587;&#1607; &#1601;&#1604;&#1610;&#1591;&#1608;&#1604; &#1605;&#1575; &#1588;&#1575;&#1569; -- &#1589;&#1581;&#1610;&#1581; &#1575;&#1604;&#1576;&#1582;&#1575;&#1585;&#1610; #Hadith  #&#65018;"	"ar"	"1662356936"	"dior_cf"	"35"	"0"	"Sun Aug 11 11:40:18 +0000 2013"	"http://ask.fm/Dior_cf"	"0"					"2"	"Hadith,ﷺ"					"54"	"3843"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863977795584"	"RT @buraksrgl: 10 DK &#304;&#199;&#304;NDE TAK&#304;P EDENLERE +400 TAK&#304;P&#199;&#304; ATICAM"	"tr"	"3010090865"	"ClassicPow"	"920"	"746"	"Sun Feb 01 13:34:38 +0000 2015"	"takip ed takip ediyim "	"0"		"1"	"buraksrgl"	"2967574745"							"1749"	"1673"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863969792000"	"RT @ArianatorIsland: Red Carpet! #GRAMMYs http://t.co/H4yfPFli3J"	"en"	"174777017"	"claudiaread"	"626"	"16843"	"Wed Aug 04 20:08:08 +0000 2010"	""	"0"		"1"	"ArianatorIsland"	"170656421"	"1"	"GRAMMYs"					"582"	"19879"	
